HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:38788	ST13P13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 13	Approved			10q24.33		NG_022189
HGNC:38849	ST13P14	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 14	Approved			3p21.2		
HGNC:38850	ST13P15	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 15	Approved			3q24		
HGNC:38851	ST13P16	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 16	Approved			6q15		
HGNC:38859	ST13P17	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 17	Approved			7q34		NG_022574
HGNC:38861	ST13P18	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 18	Approved			Xq21.32		NG_022623
HGNC:38862	ST13P19	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 19	Approved			1q32.2		NG_022751
HGNC:38863	ST13P20	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20	Approved			1p31.1		NG_022788
HGNC:38864	ST13P21	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 21	Approved			1p13.3		NG_022797
HGNC:38865	ST13P22	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 22	Approved			12q23.2		
HGNC:16591	ST13P~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:11344	ST14	suppression of tumorigenicity 14	Approved	PRSS14	SNC19, HAI, MT-SP1, TMPRSS14	11q24-q25	AF118224	
HGNC:13679	ST15~withdrawn	symbol withdrawn, see RECK	Symbol Withdrawn					
HGNC:18695	ST18	suppression of tumorigenicity 18, zinc finger	Approved	ZNF387	KIAA0535, ZC2HC10, NZF3	8q11.23	AB011107	
HGNC:33520	ST20	suppressor of tumorigenicity 20	Approved		HCCS-1	15q25.1	AF249277	
HGNC:27521	ST20-AS1	ST20 antisense RNA 1	Approved	C15orf37	FLJ33788	15q25.1	AK091107	NR_028330
HGNC:44655	ST20-MTHFS	ST20-MTHFS readthrough	Approved			15q25.1		
HGNC:18628	STAB1	stabilin 1	Approved		KIAA0246, STAB-1, FEEL-1, CLEVER-1, FELE-1, FEX1, SCARH2	3p21.31	AJ275213	NM_015136
HGNC:18629	STAB2	stabilin 2	Approved		DKFZP434E0321, FELL, STAB-2, HARE, FEEL-2, SCARH1	12q23.3	AF160476	
HGNC:11353	STAC	SH3 and cysteine rich domain	Approved		STAC1	3p22.3	D86640	NM_003149
HGNC:23990	STAC2	SH3 and cysteine rich domain 2	Approved		24b2	17q21.2	AJ608762	NM_198993
HGNC:28423	STAC3	SH3 and cysteine rich domain 3	Approved		MGC2793	12q13.3	AK057013	NM_145064
HGNC:11354	STAG1	stromal antigen 1	Approved		SA-1, SCC3A, SA1	3q22.2-q22.3	Z75330	NM_005862
HGNC:11355	STAG2	stromal antigen 2	Approved		SA-2, SCC3B, SA2	Xq25	Z75331	NM_006603
HGNC:11356	STAG3	stromal antigen 3	Approved			7q22	AJ007798	NM_012447
HGNC:33852	STAG3L1	stromal antigen 3-like 1 (pseudogene)	Approved		DKFZP434A0131, STAG3L1P	7q11.23		NM_001002840
HGNC:33886	STAG3L2	stromal antigen 3-like 2 (pseudogene)	Approved		MGC131759, STAG3L2P	7q11.23		NM_001025202
HGNC:33845	STAG3L3	stromal antigen 3-like 3 (pseudogene)	Approved		STAG3L3P	7q11.23		NM_001013739
HGNC:33887	STAG3L4	stromal antigen 3-like 4 (pseudogene)	Approved		FLJ13195, STAG3L4P	7q11.21		NM_022906
HGNC:48896	STAG3L5P	stromal antigen 3-like 5 pseudogene	Approved			7q22.1		
HGNC:48898	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough	Approved			7q22.1		
HGNC:11357	STAM	signal transducing adaptor molecule	Approved		STAM1	10p14-p13	U43899	NM_003473
HGNC:49568	STAM-AS1	STAM antisense RNA 1 (head to head)	Approved		locus3182	10p12.33	AK123677	
HGNC:11358	STAM2	signal transducing adaptor molecule 2	Approved		Hbp	2q23.3	AF042274	NM_005843
HGNC:16950	STAMBP	STAM binding protein	Approved		AMSH	2p24.3-p24.1	BC007682	NM_006463
HGNC:24105	STAMBPL1	STAM binding protein like 1	Approved		AMSH-LP, KIAA1373, AMSH-FP, FLJ31524, ALMalpha, bA399O19.2	10q23.32	AB037794	NM_020799
HGNC:24133	STAP1	signal transducing adaptor family member 1	Approved		STAP-1, BRDG1	4q13.2	AB023483	NM_012108
HGNC:30430	STAP2	signal transducing adaptor family member 2	Approved		STAP-2, BKS	19p13.3	AJ245719	NM_001013841
HGNC:11359	STAR	steroidogenic acute regulatory protein	Approved		StAR, STARD1	8p11.2	BC010550	NM_000349
HGNC:17579	STARD3	StAR related lipid transfer domain containing 3	Approved		es64, MLN64	17q11-q12		
HGNC:19169	STARD3NL	STARD3 N-terminal like	Approved		MENTHO, MGC3251	7p14-p13	AJ492267	
HGNC:18058	STARD4	StAR related lipid transfer domain containing 4	Approved			5q22	AF480299	NM_139164
HGNC:44117	STARD4-AS1	STARD4 antisense RNA 1	Approved			5q22.1	CR749489	NR_040093
HGNC:18065	STARD5	StAR related lipid transfer domain containing 5	Approved		MGC10327	15q26	AF480304	
HGNC:18066	STARD6	StAR related lipid transfer domain containing 6	Approved			18q21.2	AF480305	NM_139171
HGNC:18063	STARD7	StAR related lipid transfer domain containing 7	Approved		GTT1	2p11.1	AF270647	
HGNC:40827	STARD7-AS1	STARD7 antisense RNA 1	Approved			2q11.2		
HGNC:19161	STARD8	StAR related lipid transfer domain containing 8	Approved		KIAA0189, ARHGAP38	Xq13.1	D80011	NM_014725
HGNC:19162	STARD9	StAR related lipid transfer domain containing 9	Approved		KIAA1300, KIF16A	15q15.2	AB037721	
HGNC:10666	STARD10	StAR related lipid transfer domain containing 10	Approved	SDCCAG28	NY-CO-28, CGI-52, PCTP2	11q13	AF039696	
HGNC:39992	STARD10-AS1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:19164	STARD13	StAR related lipid transfer domain containing 13	Approved	LINC00464	GT650, DLC2, ARHGAP37	13q13.1	AL049801	NM_001243466
HGNC:40873	STARD13-AS	STARD13 antisense RNA	Approved	STARD13-AS2		13q12-q13		NR_046693
HGNC:40872	STARD13-AS1~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:41453	STARD13-IT1	STARD13 intronic transcript 1	Approved			13q13.1		
HGNC:11360	STARP1	steroidogenic acute regulatory protein pseudogene 1	Approved		STARD1P1	13q21.32	U29106	
HGNC:11362	STAT1	signal transducer and activator of transcription 1	Approved		STAT91, ISGF-3	2q32.2-q32.3		NM_007315
HGNC:11363	STAT2	signal transducer and activator of transcription 2	Approved		STAT113	12q13.2	BC051284	NM_005419
HGNC:11364	STAT3	signal transducer and activator of transcription 3	Approved		APRF	17q21	BC014482	NM_139276, NM_003150
HGNC:11365	STAT4	signal transducer and activator of transcription 4	Approved			2q32.2-q32.3		NM_003151
HGNC:11366	STAT5A	signal transducer and activator of transcription 5A	Approved	STAT5	MGF	17q11.2	U43185	NM_003152
HGNC:11367	STAT5B	signal transducer and activator of transcription 5B	Approved			17q11.2	BC065227	NM_012448
HGNC:11368	STAT6	signal transducer and activator of transcription 6	Approved		D12S1644, IL-4-STAT	12q13	BC005823, BQ028928	NM_003153
HGNC:11369	STATH	statherin	Approved		STR	4q13.3		NM_003154
HGNC:11361	STAT~withdrawn	symbol withdrawn, see SOAT1	Symbol Withdrawn					
HGNC:11370	STAU1	staufen double-stranded RNA binding protein 1	Approved	STAU	PPP1R150	20q13.1		NM_017453
HGNC:11371	STAU2	staufen double-stranded RNA binding protein 2	Approved		39K2	8q21.11	Y19062	NM_001164380
HGNC:44101	STAU2-AS1	STAU2 antisense RNA 1	Approved			8q21.11	AK056720	NR_038406
HGNC:24854	STBD1	starch binding domain 1	Approved		FLJ41801, GENX-3414	4q21.1	AF062534	NM_003943
HGNC:11373	STC1	stanniocalcin 1	Approved	STC		8p21.2		
HGNC:11374	STC2	stanniocalcin 2	Approved		STC-2	5q35.2	AB012664	NM_003714
HGNC:11372	STC~withdrawn	symbol withdrawn, see STC1	Symbol Withdrawn					
HGNC:11376	STD~withdrawn	symbol withdrawn, see SULT2A1	Symbol Withdrawn					
HGNC:11378	STEAP1	six transmembrane epithelial antigen of the prostate 1	Approved	STEAP	PRSS24	7q21	AF186249	NM_012449
HGNC:41907	STEAP1B	STEAP family member 1B	Approved			7p15.3		
HGNC:17885	STEAP2	STEAP2 metalloreductase	Approved	PCANAP1	IPCA-1, STAMP1, STMP	7q21.13	AF455138	NM_152999
HGNC:40820	STEAP2-AS1	STEAP2 antisense RNA 1	Approved			7q21.13		
HGNC:24592	STEAP3	STEAP3 metalloreductase	Approved		TSAP6, dudlin-2, STMP3	2q14.2	AY029585	NM_018234
HGNC:41053	STEAP3-AS1	STEAP3 antisense RNA 1	Approved			2q14.2		
HGNC:21923	STEAP4	STEAP4 metalloreductase	Approved	TNFAIP9	FLJ23153, TIARP, STAMP2	7q21.13	AK026806	NM_024636
HGNC:11379	STFA~withdrawn	symbol withdrawn, see CSTA	Symbol Withdrawn					
HGNC:11380	STFB~withdrawn	symbol withdrawn, see CSTB	Symbol Withdrawn					
HGNC:11381	STGD1~withdrawn	symbol withdrawn, see ABCA4	Symbol Withdrawn					
HGNC:11382	STGD2~withdrawn	symbol withdrawn, see ELOVL4	Symbol Withdrawn					
HGNC:11383	STGD3~withdrawn	symbol withdrawn, see ELOVL4	Symbol Withdrawn					
HGNC:11384	STGD4~withdrawn	symbol withdrawn, see PROM1	Symbol Withdrawn					
HGNC:18839	STH	saitohin	Approved		MAPTIT	17q21.31	AA325304	
HGNC:11385	STHE~withdrawn	symbol withdrawn, see GLRA1	Symbol Withdrawn					
HGNC:10879	STIL	SCL/TAL1 interrupting locus	Approved	SIL	MCPH7	1p32	M74558	NM_003035
HGNC:11386	STIM1	stromal interaction molecule 1	Approved		GOK, D11S4896E	11p15.5	BC021300, U52426	NM_003156
HGNC:19205	STIM2	stromal interaction molecule 2	Approved			4p15.2	AB040915	NM_020860
HGNC:11387	STIP1	stress induced phosphoprotein 1	Approved		HOP, STI1	11q13	BC039299	NM_006819
HGNC:49552	STIP1P1	stress induced phosphoprotein 1 pseudogene 1	Approved			2q22.2		
HGNC:49553	STIP1P2	stress induced phosphoprotein 1 pseudogene 2	Approved			2q36.3		
HGNC:49554	STIP1P3	stress induced phosphoprotein 1 pseudogene 3	Approved			Xq21.2		
HGNC:7747	STK2~withdrawn	symbol withdrawn, see NEK4	Symbol Withdrawn					
HGNC:11406	STK3	serine/threonine kinase 3	Approved		MST2, KRS1	8q22.2	BC010640	NM_006281
HGNC:11408	STK4	serine/threonine kinase 4	Approved		MST1, KRS2, YSK3	20q11.2-q13.2		NM_006282
HGNC:43811	STK4-AS1	STK4 antisense RNA 1 (head to head)	Approved			20q13.12		NR_038341
HGNC:11410	STK6P~withdrawn	symbol withdrawn, see AURKAPS1	Symbol Withdrawn					
HGNC:11409	STK6~withdrawn	symbol withdrawn, see AURKA	Symbol Withdrawn					
HGNC:11388	STK10	serine/threonine kinase 10	Approved		LOK, PRO2729	5q35.1	AB015718	NM_005990
HGNC:11389	STK11	serine/threonine kinase 11	Approved		PJS, LKB1	19p13.3	U63333	NM_000455
HGNC:19184	STK11IP	serine/threonine kinase 11 interacting protein	Approved		LIP1, KIAA1898, LKB1IP, STK11IP1	2q35	AF450267	NM_052902
HGNC:11392	STK14A~withdrawn	symbol withdrawn, see RPS6KB1	Symbol Withdrawn					
HGNC:11394	STK16	serine/threonine kinase 16	Approved		PKL12, MPSK	2q35	AF060798	
HGNC:19283	STK16P1	serine/threonine kinase 16 pseudogene 1	Approved	STK16P		14q21.3		NG_002530
HGNC:11395	STK17A	serine/threonine kinase 17a	Approved		DRAK1	7p13	AB011420	NM_004760
HGNC:11396	STK17B	serine/threonine kinase 17b	Approved		DRAK2	2q33.1	AB011421	
HGNC:11398	STK19	serine/threonine kinase 19	Approved		D6S60, G11, RP1	6p21.33	X77474	
HGNC:21668	STK19B	serine/threonine kinase 19B (pseudogene)	Approved	STK19P	bPG116M5.10, RP2	6p21.33	L26262	
HGNC:11403	STK24	serine/threonine kinase 24	Approved		MST-3, MST3, MST3B, STK3, STE20	13q31.2-q32.3	AF024636	NM_003576
HGNC:39935	STK24-AS1	STK24 antisense RNA 1	Approved			13q32.2		
HGNC:50360	STK24P1	serine/threonine kinase 24 pseudogene 1	Approved			Xq26.3		
HGNC:11404	STK25	serine/threonine kinase 25	Approved		SOK1, YSK1	2q37.3	D63780	NM_006374
HGNC:50361	STK25P1	serine/threonine kinase 25 pseudogene 1	Approved			18p11.21		
HGNC:18174	STK26	serine/threonine protein kinase 26	Approved		MST4, MASK	Xq26.2	AB040057	NM_016542
HGNC:11407	STK31	serine/threonine kinase 31	Approved		TDRD8, SgK396	7p15.3	AF285599	NM_031414
HGNC:28317	STK32A	serine/threonine kinase 32A	Approved		MGC22688, YANK1	5q32		NM_145001
HGNC:14217	STK32B	serine/threonine kinase 32B	Approved		STKG6, YANK2, STK32, HSA250839	4p16	AJ250839	NM_018401
HGNC:21332	STK32C	serine/threonine kinase 32C	Approved		PKE, MGC23665, YANK3	10q26.3	AK057849	NM_173575
HGNC:14568	STK33	serine/threonine kinase 33	Approved			11p15.3	AJ303380	NM_030906
HGNC:26871	STK33P1	serine/threonine kinase 33 pseudogene 1	Approved	STK33P	STK33ps	9q21.33	AL451132	
HGNC:16254	STK35	serine/threonine kinase 35	Approved		bA550O8.2, CLIK1	20p13	AL359916	NM_080836
HGNC:17209	STK36	serine/threonine kinase 36	Approved		KIAA1278, FU	2q35	AB033104	
HGNC:17847	STK38	serine/threonine kinase 38	Approved		NDR	6p21		NM_007271
HGNC:17848	STK38L	serine/threonine kinase 38 like	Approved		KIAA0965, NDR2	12p11.23	AB023182	NM_015000
HGNC:17717	STK39	serine/threonine kinase 39	Approved		DCHT, SPAK	2q24.3	AF099989	NM_013233
HGNC:21373	STK40	serine/threonine kinase 40	Approved		MGC4796, SgK495	1p34.3	BC008344	NM_032017
HGNC:28669	STKLD1	serine/threonine kinase-like domain containing 1	Approved	C9orf96	MGC43306, SGK071	9q34.2	BC036504	NM_153710
HGNC:6510	STMN1	stathmin 1	Approved	LAP18, C1orf215	SMN, OP18, PR22, PP19, PP17, Lag, FLJ32206	1p36.11	J04991	NM_005563
HGNC:44062	STMN1P1	stathmin 1 pseudogene 1	Approved			12p11.21		NG_030122
HGNC:44063	STMN1P2	stathmin 1 pseudogene 2	Approved			4q28.3		
HGNC:10577	STMN2	stathmin 2	Approved	SCGN10	SCG10	8q21.13		NM_007029
HGNC:15926	STMN3	stathmin 3	Approved		SCLIP	20q13.3	AF069709	NM_015894
HGNC:16078	STMN4	stathmin 4	Approved		RB3	8p21.2		NM_030795
HGNC:44668	STMND1	stathmin domain containing 1	Approved		FLJ23152	6p22.3	AK026805	NM_001190766
HGNC:11413	STMY1~withdrawn	symbol withdrawn, see MMP3	Symbol Withdrawn					
HGNC:11414	STMY2~withdrawn	symbol withdrawn, see MMP10	Symbol Withdrawn					
HGNC:11415	STMY3~withdrawn	symbol withdrawn, see MMP11	Symbol Withdrawn					
HGNC:11412	STM~withdrawn	symbol withdrawn, see SULT1A3	Symbol Withdrawn					
HGNC:11417	STNL~withdrawn	symbol withdrawn, see EEF1A2	Symbol Withdrawn					
HGNC:11416	STN~withdrawn	symbol withdrawn, see EEF1A2	Symbol Withdrawn					
HGNC:3383	STOM	stomatin	Approved	EPB7, EPB72	BND7	9q34.1		NM_004099
HGNC:14560	STOML1	stomatin like 1	Approved		hUNC-24, SLP-1, STORP, FLJ36370	15q24.1	Y16522	NM_004809
HGNC:14559	STOML2	stomatin like 2	Approved		SLP-2, HSPC108	9p13.1	AF190167	NM_013442
HGNC:19420	STOML3	stomatin like 3	Approved		SRO, Epb7.2l	13q13.2	BC025760	
HGNC:17003	STON1	stonin 1	Approved		SBLF, stoned-b1	2p16.3	AF026169	NM_006873
HGNC:30651	STON1-GTF2A1L	STON1-GTF2A1L readthrough	Approved		SALF	2p16.3	AF026169	
HGNC:30652	STON2	stonin 2	Approved		STNB2, STN2	14q31.1	AB208948	NM_033104
HGNC:11419	STOT~withdrawn	symbol withdrawn, see TRIP10	Symbol Withdrawn					
HGNC:23508	STOX1	storkhead box 1	Approved	C10orf24	FLJ25162	10q22.1	AK057891	NM_152709
HGNC:25450	STOX2	storkhead box 2	Approved		DKFZp762K222	4q35.1	AB037813	NM_020225
HGNC:11418	STO~withdrawn	symbol withdrawn, see NSD1	Symbol Withdrawn					
HGNC:11420	STP1~withdrawn	symbol withdrawn, see SULT1A1	Symbol Withdrawn					
HGNC:11421	STP2~withdrawn	symbol withdrawn, see SULT1A2	Symbol Withdrawn					
HGNC:28070	STPG1	sperm tail PG-rich repeat containing 1	Approved	C1orf201	FLJ33340, MAPO2	1p36.11	BC047705	NM_178122
HGNC:28712	STPG2	sperm tail PG-rich repeat containing 2	Approved	C4orf37	MGC46496	4q22.3-q23	BC036870	NM_174952
HGNC:41209	STPG2-AS1	STPG2 antisense RNA 1	Approved			4q22.3	DA719663	
HGNC:37285	STPG3	sperm-tail PG-rich repeat containing 3	Approved	C9orf173	FLJ40246	9q34.3		NM_001004353
HGNC:30650	STRA6	stimulated by retinoic acid 6	Approved		FLJ12541	15q24.1	AF352728	
HGNC:30653	STRA8	stimulated by retinoic acid 8	Approved			7q33	AF513502	NM_182489
HGNC:11422	STRA13	stimulated by retinoic acid 13	Approved		MGC14480, MHF2, FAAP10	17q25.3	BC009571	NM_144998
HGNC:30172	STRADA	STE20-related kinase adaptor alpha	Approved		NY-BR-96, LYK5, Stlk, STRAD	17q23.3	AF308302	
HGNC:13205	STRADB	STE20-related kinase adaptor beta	Approved	ALS2CR2	CALS-21, PAPK, ILPIPA, ILPIP	2q33.1	AB038950	NM_018571
HGNC:22478	STRADBP1	STE20-related kinase adaptor beta pseudogene 1	Approved		STLK6ps1, ALS2CR2P1	7q36.1	AC092025	
HGNC:30796	STRAP	serine/threonine kinase receptor associated protein	Approved		UNRIP, pt-wd, MAWD	12p13.1	AB024327	NM_007178
HGNC:16462	STRBP	spermatid perinuclear RNA binding protein	Approved	ILF3L	FLJ11307, SPNR	9q33.1-q33.3	AK002169	
HGNC:16035	STRC	stereocilin	Approved	DFNB16		15q15.3	BK000138	NM_153700
HGNC:33915	STRCP1	stereocilin pseudogene 1	Approved	STRCP		15q15.3		
HGNC:25916	STRIP1	striatin interacting protein 1	Approved	FAM40A	FLJ14743, KIAA1761, FAR11A	1p13.3	AK027649	NM_033088
HGNC:22209	STRIP2	striatin interacting protein 2	Approved	FAM40B	KIAA1170, FAR11B	7q32.3	AB032996	NM_001134336
HGNC:11423	STRL22~withdrawn	symbol withdrawn, see CCR6	Symbol Withdrawn					
HGNC:13462	STRM~withdrawn	entry withdrawn	Entry Withdrawn					
HGNC:11424	STRN	striatin	Approved		SG2NA	2p22.2	AJ223814	
HGNC:15720	STRN3	striatin 3	Approved		SG2NA	14q13-q21		NM_014574
HGNC:15721	STRN4	striatin 4	Approved		zinedin, ZIN	19q13.32	AF212940	
HGNC:11425	STS	steroid sulfatase (microsomal), isozyme S	Approved	ARSC1	ARSC	Xp22.32	M16505	NM_000351
HGNC:11426	STSP1	steroid sulfatase (microsomal) pseudogene 1	Approved	STSP	STS-Y	Yq11	M23946	
HGNC:6172	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	Approved	ITM1	TMC, MGC9042, STT3-A	11q23.3	BC020965	NM_152713
HGNC:44585	STT3A-AS1	STT3A antisense RNA 1	Approved			11q24.2	DB470444, DB453285	
HGNC:30611	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex	Approved		SIMP, FLJ90106, STT3-B	3p24.1	AK027789	NM_178862
HGNC:11427	STUB1	STIP1 homology and U-box containing protein 1	Approved		UBOX1, CHIP, SDCCAG7, HSPABP2, NY-CO-7	16p13.3	AF039689	NM_005861
HGNC:11433	STX1A	syntaxin 1A	Approved	STX1	HPC-1, p35-1	7q11.2		NM_004603
HGNC:18539	STX1B	syntaxin 1B	Approved	STX1B1, STX1B2		16p12-p11	AY028792	
HGNC:11434	STX1B1~withdrawn	symbol withdrawn, see STX1B	Symbol Withdrawn					
HGNC:3403	STX2	syntaxin 2	Approved	STX2B, STX2C, STX2A, EPIM	EPM	12q24	D14582	NM_194356
HGNC:11435	STX2A~withdrawn	symbol withdrawn, see STX2	Symbol Withdrawn					
HGNC:11436	STX2B~withdrawn	symbol withdrawn, see STX2	Symbol Withdrawn					
HGNC:11437	STX2C~withdrawn	symbol withdrawn, see STX2	Symbol Withdrawn					
HGNC:11438	STX3	syntaxin 3	Approved	STX3A		11q12.1	AJ002076	NM_004177
HGNC:11439	STX4	syntaxin 4	Approved	STX4A	p35-2	16p11.2	AF026007	NM_004604
HGNC:11440	STX5	syntaxin 5	Approved	STX5A	SED5	11q12.3	U26648	NM_003164
HGNC:11441	STX6	syntaxin 6	Approved			1q25.3	AJ002078	NM_005819
HGNC:11442	STX7	syntaxin 7	Approved			6q23.1	U77942	
HGNC:11443	STX8	syntaxin 8	Approved		CARB	17p13.1	AF115323	NM_004853
HGNC:49855	STX8P1	syntaxin 8 pseudogene 1	Approved			12p13.1		
HGNC:11428	STX10	syntaxin 10	Approved		hsyn10, SYN10	19p13.13	AF035531	NM_003765
HGNC:11429	STX11	syntaxin 11	Approved			6q24.1	AF044309	
HGNC:11430	STX12	syntaxin 12	Approved		STX13, STX14	1p35.3	BC046999	NM_177424
HGNC:11431	STX16	syntaxin 16	Approved		hsyn16, SYN16	20q13.32	AF038897	NM_001001433
HGNC:41993	STX16-NPEPL1	STX16-NPEPL1 readthrough (NMD candidate)	Approved			20q13.32		NR_037945.1
HGNC:11432	STX17	syntaxin 17	Approved		FLJ20651	9q31.1	AL834371	NM_017919
HGNC:51174	STX17-AS1	STX17 antisense RNA 1	Approved			9q31.1	BC030123	NR_038853
HGNC:15942	STX18	syntaxin 18	Approved		Ufe1	4p16.3-p16.2	AB028741	
HGNC:48877	STX18-AS1	STX18 antisense RNA 1 (head to head)	Approved		LOC100507266	4p16.2		
HGNC:41415	STX18-IT1	STX18 intronic transcript 1	Approved			4p16.3		
HGNC:43995	STX18P1	syntaxin 18 pseudogene 1	Approved			17q11.2		
HGNC:19300	STX19	syntaxin 19	Approved		MGC21382	3q11	AF461456	NM_001001850
HGNC:11444	STXBP1	syntaxin binding protein 1	Approved		hUNC18, MUNC18-1, UNC18, rbSec1	9q34.1	AF004563	NM_003165
HGNC:11445	STXBP2	syntaxin binding protein 2	Approved		UNC18B, Hunc18b	19p13.2	U63533	NM_006949
HGNC:11446	STXBP3	syntaxin binding protein 3	Approved		UNC-18C	1p13.3	D63506	NM_007269
HGNC:19694	STXBP4	syntaxin binding protein 4	Approved		Synip, MGC50337	17q22	BC041485	NM_178509
HGNC:19665	STXBP5	syntaxin binding protein 5	Approved		tomosyn, LLGL3	6q24.3	AK055484	
HGNC:44183	STXBP5-AS1	STXBP5 antisense RNA 1	Approved			6q24.3	BC044307	NR_034115
HGNC:30757	STXBP5L	syntaxin binding protein 5 like	Approved		KIAA1006, LLGL4	3q13.33-q21.1	AB023223	
HGNC:19666	STXBP6	syntaxin binding protein 6	Approved		amisyn, HSPC156	14q11.2	AF161505	
HGNC:18889	STYK1	serine/threonine/tyrosine kinase 1	Approved		SuRTK106, DKFZp761P1010, NOK	12p13.2	AF251059	NM_018423
HGNC:11447	STYX	serine/threonine/tyrosine interacting protein	Approved			14q22.1		NM_145251
HGNC:18165	STYXL1	serine/threonine/tyrosine interacting-like 1	Approved	DUSP24	MK-STYX	7q11.23	AF069762	NM_016086
HGNC:19985	SUB1	SUB1 homolog, transcriptional regulator	Approved		PC4, p15, p14	5p13.3	X79805	NM_006713
HGNC:32300	SUB1P1	SUB1 homolog, transcriptional regulator pseudogene 1	Approved			8p23.1		
HGNC:43992	SUB1P2	SUB1 homolog, transcriptional regulator pseudogene 2	Approved			14q24.3		
HGNC:43993	SUB1P3	SUB1 homolog, transcriptional regulator pseudogene 3	Approved			16p13.3		
HGNC:43994	SUB1P4	SUB1 homolog, transcriptional regulator pseudogene 4	Approved			16p12.2		
HGNC:11448	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	Approved			13q14.2	AF058953	
HGNC:39965	SUCLA2-AS1	SUCLA2 antisense RNA 1	Approved			13q14.2		
HGNC:21632	SUCLA2P1	succinate-CoA ligase ADP-forming beta subunit pseudogene 1	Approved	SUCLA2P	Em:AB014080.4	6p22.1		
HGNC:38102	SUCLA2P2	succinate-CoA ligase ADP-forming beta subunit pseudogene 2	Approved			2p12		
HGNC:38103	SUCLA2P3	succinate-CoA ligase ADP-forming beta subunit pseudogene 3	Approved			2p23		
HGNC:11449	SUCLG1	succinate-CoA ligase alpha subunit	Approved			2p11.3	Z68204	NM_003849
HGNC:11450	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	Approved			3p14.3	AF058954	NM_003848
HGNC:49643	SUCLG2-AS1	SUCLG2 antisense RNA 1 (head to head)	Approved			3p14.1		
HGNC:43996	SUCLG2P1	succinate-CoA ligase GDP-forming beta subunit pseudogene 1	Approved			3q23		
HGNC:43997	SUCLG2P2	succinate-CoA ligase GDP-forming beta subunit pseudogene 2	Approved			12q22		
HGNC:43998	SUCLG2P3	succinate-CoA ligase GDP-forming beta subunit pseudogene 3	Approved			11q22.3		
HGNC:43999	SUCLG2P4	succinate-CoA ligase GDP-forming beta subunit pseudogene 4	Approved			5p13.3		
HGNC:4542	SUCNR1	succinate receptor 1	Approved	GPR91		3q25.1	AF348078	NM_033050
HGNC:1240	SUCO	SUN domain containing ossification factor	Approved	C1orf9	CH1, SLP1, OPT	1q24	AF097535	NM_016227
HGNC:29545	SUDS3	SDS3 homolog, SIN3A corepressor complex component	Approved		SDS3, FLJ00052, SAP45	12q24.23	AK023801	NM_022491
HGNC:44000	SUDS3P1	SDS3 homolog, SIN3A corepressor complex component pseudogene 1	Approved			5q35.3		
HGNC:16466	SUFU	SUFU negative regulator of hedgehog signaling	Approved		SUFUH, SUFUXL, PRO1280	10q24.32	AF175770	NM_016169
HGNC:16001	SUGCT	succinyl-CoA:glutarate-CoA transferase	Approved	C7orf10	FLJ11808, ORF19, DERP13	7p14	AK021870	NM_024728
